@relation trai_norm_email_features_50_50_no_pid

@attribute total_sent numeric
@attribute unique_addresses_sent numeric
@attribute unique_add_sent_perc numeric
@attribute unique_subjects_sent numeric
@attribute unique_sub_sent_perc numeric
@attribute total_received numeric
@attribute unique_addresses_received numeric
@attribute unique_add_rec_perc numeric
@attribute unique_subjects_received numeric
@attribute unique_sub_rec_perc numeric
@attribute total_emails numeric
@attribute total_sent_signed numeric
@attribute unique_addresses_sent_signed numeric
@attribute unique_add_sent_perc_signed numeric
@attribute unique_subjects_sent_signed numeric
@attribute unique_sub_sent_perc_signed numeric
@attribute total_received_signed numeric
@attribute unique_addresses_received_signed numeric
@attribute unique_add_rec_perc_signed numeric
@attribute unique_subjects_received_signed numeric
@attribute unique_sub_rec_perc_signed numeric
@attribute inter_hume_sent numeric
@attribute inter_hume_received numeric
@attribute inter_vt_sent numeric
@attribute inter_vt_received numeric
@attribute sent_to numeric
@attribute sent_to_perc numeric
@attribute sent_cc numeric
@attribute sent_cc_perc numeric
@attribute sent_bcc numeric
@attribute sent_bcc_perc numeric
@attribute rec_to numeric
@attribute rec_to_perc numeric
@attribute rec_cc numeric
@attribute rec_cc_perc numeric
@attribute rec_bcc numeric
@attribute rec_bcc_perc numeric
@attribute avg_recipients_sent numeric
@attribute avg_recipients_rec numeric
@attribute avg_body_chars_sent numeric
@attribute avg_body_chars_rec numeric
@attribute var_body_chars_sent numeric
@attribute var_body_chars_rec numeric
@attribute after_hours_sent numeric
@attribute after_hours_sent_perc numeric
@attribute after_hours_rec numeric
@attribute after_hours_rec_perc numeric
@attribute after_hours_sent_hume numeric
@attribute after_hours_sent_hume_perc numeric
@attribute after_hours_rec_hume numeric
@attribute after_hours_rec_hume_perc numeric
@attribute avg_sent_per_day numeric
@attribute avg_rec_per_day numeric
@attribute avg_emails_per_day numeric
@attribute attached_sent numeric
@attribute attached_rec numeric
@attribute avg_attachments_sent numeric
@attribute avg_attachments_rec numeric
@attribute sent_re numeric
@attribute sent_re_perc numeric
@attribute sent_fw numeric
@attribute sent_fw_perc numeric
@attribute rec_re numeric
@attribute rec_re_perc numeric
@attribute rec_fw numeric
@attribute rec_fw_perc numeric
@attribute avg_subject_chars_sent numeric
@attribute avg_subject_chars_rec numeric
@attribute var_subject_chars_sent numeric
@attribute var_subject_chars_rec numeric
@attribute fg_between_centrality numeric
@attribute pg_between_centrality numeric
@attribute pg_avg_neighbor_degree numeric
@attribute fg_avg_neighbor_degree numeric
@attribute pg_clustering numeric
@attribute fg_clustering numeric
@attribute pg_closeness_centrality numeric
@attribute fg_closeness_centrality numeric
@attribute pg_degree_centrality numeric
@attribute fg_degree_centrality numeric
@attribute pg_current_flow_closeness_centrality numeric
@attribute pg_current_flow_betweenness_centrality numeric
@attribute pg_communicability_centrality numeric
@attribute fg_communicability_centrality numeric
@attribute pg_communicability_betweenness_centrality numeric
@attribute pg_load_centrality numeric
@attribute fg_load_centrality numeric
@attribute pg_square_clustering numeric
@attribute fg_square_clustering numeric
@attribute pg_eccentricity numeric
@attribute pg_pagerank numeric
@attribute fg_pagerank numeric
@attribute pg_hubs numeric
@attribute pg_authorities numeric
@attribute fg_hubs numeric
@attribute fg_authorities numeric
@attribute pg_avg_shortest_paths numeric
@attribute pg_max_shortest_paths numeric
@attribute fg_avg_shortest_paths numeric
@attribute fg_max_shortest_paths numeric
@attribute pg_num_cliques numeric
@attribute fg_num_cliques numeric
@attribute Status {GradStudent,Research,Director,PM,Operations,Outreach}

@data
0.122515,0.049888,0,0.071047,0.000531,0.086463,0.080346,0.193972,0.092317,0.604177,0.108974,0.000507,0.004359,1,0.00126,0.8571,0.17992,0.139785,0.045013,0.206919,0.560137,0.857143,0.931818,0.962963,0.968254,0.187244,0.882519,0.023321,0.117481,0,0,0.098376,0.61923,0.060013,0.38077,0,0,0.871296,0.020501,0.992642,0,0.109445,0.0002,0.008478,0.047719,0.030541,0.116896,0.024476,0.049777,0.048731,0.230099,0.170873,0.121345,0.159019,0.260237,0.073314,0.78,0.530612,0.017747,0.1067,0.037013,0.045606,0.083954,0.666312,0.104363,0.425025,0.773659,0.397338,0.763242,0.358274,0.765393,1,0,0.015494,0.250992,0.020648,1,0.974705,1,0.985294,0.979953,0.334539,1,0.959872,1,1,0.766921,0.224204,0.023303,0,0.316088,0.295481,0.092849,0.092849,0.091259,0.091259,0,0,0.014925,0,1,0.849123,Operations
0.007572,0.011491,0.113945,0.009367,0.401839,0.031114,0.034611,0.26383,0.029581,0.443905,0.007991,0.002606,0.011208,0.5,0.00336,0.4444,0.056864,0.075269,0.095959,0.060546,0.455064,0.892857,0.931818,0.87037,0.920635,0.008355,0.468667,0.006782,0.531333,0,0,0.029912,0.432038,0.03126,0.567962,0,0,0.207784,0.041156,0.354596,0.058432,0.061736,0.002764,0.000794,0.069544,0.008098,0.069168,0.001963,0.062047,0.01329,0.187101,0.034792,0.145345,0.065627,0.004196,0.023771,0.2,0.469388,0.007588,0.7092,0.004828,0.09267,0.026254,0.563545,0.036784,0.400695,0.244656,0.572486,0.248497,0.741396,0.012477,0.005443,0.462911,0.453621,0.809524,0.789654,0.294964,0.222055,0.215385,0.338235,0.735099,0.012895,0.151924,0.276711,0.251599,0.00572,0.012549,0.435626,0.516528,0,0.022342,0.019768,0.017509,0.017509,0.016622,0.016622,0.544444,0,0.671642,0,0.044944,0.063158,Research
0.013433,0.013453,0.062105,0.016294,0.391935,0.0313,0.036465,0.28156,0.029978,0.453618,0.014132,0.001158,0.005604,0.5625,0.00252,0.75,0.051533,0.075269,0.108133,0.046574,0.252898,0.821429,0.954545,0.907407,0.920635,0.019881,0.823465,0.003926,0.176535,0,0,0.038933,0.748951,0.015881,0.251049,0,0,0.166849,0.010135,0.448406,0.019406,0.161787,0.00098,0.007016,0.352898,0.018279,0.277437,0.017408,0.315951,0.029803,0.408193,0.015009,0.035262,0.020492,0.001462,0.016139,0.04,0.244898,0.008222,0.4412,0.006115,0.067472,0.033601,0.771511,0.015398,0.166832,0.072892,0.090538,0.099646,0.465092,0.046735,0.036876,0.33117,0.292939,0.654412,0.518908,0.313869,0.308232,0.246154,0.441176,0.790754,0.029197,0.138465,0.344039,0.240553,0.038054,0.046863,0.291981,0.255776,0,0.038424,0.035804,0.012329,0.012329,0.011295,0.011295,0.522222,0,0.567164,0,0.05618,0.161404,GradStudent
0.01144,0.016536,0.101607,0.011544,0.26636,0.025908,0.023486,0.197872,0.027298,0.593006,0.011416,0,0,0,0,0,0,0,1,0,1,0.821429,0.840909,0.981481,0.984127,0.013151,0.514999,0.009221,0.485001,0,0,0.02298,0.355045,0.029422,0.644955,0,0,0.236408,0.04915,0.278769,0.047793,0.02194,0.002252,0.001462,0.085943,0.013882,0.248851,0.003403,0.072225,0.022553,0.376816,0.014707,0.033787,0.01986,0.007121,0.029526,0.22,0.836735,0.008159,0.512,0.01384,0.178467,0.024491,0.659471,0.052181,0.674777,0.071543,0.200732,0.063591,0.270639,0.013956,0.000097,0.541236,0.414387,0.977778,0.601305,0.232877,0.144142,0.138462,0.205882,0.781115,0.00674,0.080273,0.112627,0.137138,0.000097,0.014046,0.412927,0.463763,1,0.023797,0.023462,0.039574,0.039574,0.036003,0.036003,0.622222,1,0.776119,0,0.011236,0.066667,Operations
0.083107,0.095291,0.064593,0.079227,0.234524,0.222573,0.187886,0.160638,0.209549,0.412093,0.082042,0.125434,0.137609,0.1275,0.129777,0.3566,0.333629,0.327957,0.061279,0.317365,0.307619,0.714286,0.772727,0.759259,0.84127,0.071092,0.2436,0.101969,0.7564,0,0,0.18023,0.228243,0.283016,0.771757,0,0,0.273949,0.055986,0.301657,0.054173,0.096454,0.001618,0.024933,0.206782,0.22397,0.55513,0.06178,0.184886,0.334676,0.641488,0.084475,0.226606,0.12474,0.103446,0.193294,0.46,0.55102,0.067748,0.5996,0.068877,0.125156,0.231779,0.728945,0.266039,0.426514,0.295906,0.432063,0.63,0.375365,0.421777,0.090103,0.230373,0.092892,0.552381,0.139864,0.525424,0.708049,0.538462,0.808824,0.96682,0.086877,0.592892,0.759883,0.738266,0.089425,0.423306,0.267994,0.110253,0,0.180086,0.174393,0.242447,0.242447,0.240897,0.240897,0.311111,0,0.19403,0,0.449438,0.617544,Research
0.004829,0.009249,0.156454,0.005673,0.359215,0.016115,0.027812,0.467376,0.018761,0.750364,0.004999,0.000072,0.000623,1,0.00021,1,0.030209,0.032258,0.080716,0.035928,0.614478,0.809524,0.818182,0.925926,0.777778,0.006111,0.60735,0.003272,0.39265,0,0,0.019846,0.743842,0.008526,0.256158,0,0,0.119124,0.034116,0.207302,0.076432,0.020547,0.008149,0.000835,0.112084,0.018047,0.613578,0.001832,0.088678,0.026983,0.708019,0.006566,0.022431,0.010718,0.004451,0.011635,0.32,0.469388,0.004984,0.7136,0.002253,0.066222,0.013519,0.581788,0.024808,0.495035,0.235318,0.639318,0.374201,0.794264,0.014111,0.000287,0.647105,0.3909,0.904762,0.6332,0.208054,0.112992,0.092308,0.191176,0.622059,0.004351,0.040379,0.093697,0.072866,0.000288,0.014148,0.435014,0.978502,1,0.01175,0.011653,0.02394,0.02394,0.022156,0.022156,0.655556,1,0.820896,1,0.011236,0.042105,GradStudent
0.000586,0.003643,0.521514,0.001055,0.542625,0.004958,0.011743,0.624823,0.005162,0.622147,0.000657,0,0,0,0,0,0.001777,0.010753,0.590793,0.002661,1,0.785714,0.852273,0.759259,0.777778,0.000658,0.395948,0.000892,0.604052,0,0,0.003798,0.375661,0.006687,0.624339,0,0,0.154249,0.037086,0.052029,0.094132,0.002633,0.005726,0.000167,0.12651,0.003008,0.327973,0.000393,0.107223,0.003625,0.387856,0.000842,0.007464,0.002351,0.000191,0.003503,0.08,0.55102,0.000984,0.7949,0.000644,0.10683,0.003625,0.587869,0.003422,0.178749,0.107799,0.435675,0.016803,0.406631,0.001848,0,0.586854,0.417154,1,0.840522,0.071429,0.054309,0.030769,0.132353,0.199507,0.00184,0.005461,0.048202,0.010264,0,0.001853,0.468505,0.797586,1,0.002705,0.002518,0.002006,0.002006,0.002146,0.002146,0.866667,1,0.910448,1,0,0.031579,GradStudent
0.087795,0.075953,0.040124,0.101656,0.362575,0.481034,0.219407,0.021986,0.41622,0.295289,0.091382,0.002895,0.013699,0.55,0.00483,0.575,0.885384,0.263441,0.00266,0.874917,0.353981,0.845238,0.863636,0.925926,0.904762,0.072252,0.212816,0.112083,0.787184,0,0,0.306619,0.020617,0.757606,0.979383,0,0,0.240003,0.048552,0.355152,0.06207,0.080711,0.001993,0.020339,0.159803,0.361638,0.382338,0.05589,0.158394,0.545711,0.477048,0.094078,0.516318,0.212302,0.177391,0.517828,0.74,0.755102,0.092797,0.7776,0.090119,0.155144,0.501959,0.729705,0.626176,0.466236,0.171956,0.285636,0.311552,0.41648,0.094359,0.014316,0.331508,0.262692,0.793333,0.435355,0.395349,0.448495,0.4,0.588235,0.982276,0.659451,0.418123,0.564968,0.55719,0.014153,0.09466,0.457792,0.26303,0,0.287053,0.288335,0.528643,0.528643,0.528208,0.528208,0.433333,0,0.41791,0,0.157303,0.329825,Director
0.003751,0.014574,0.320684,0.007454,0.824903,0.019524,0.053152,0.79078,0.02303,0.771005,0.00467,0.000724,0.003736,0.6,0.00147,0.7,0.031097,0.043011,0.106701,0.031271,0.384572,0.369048,0.488636,0.62963,0.714286,0.00499,0.656981,0.002261,0.343019,0,0,0.026968,0.90312,0.005182,0.09688,0,0,0.063029,0.0054,0.149814,0.114031,0.028523,0.003917,0.002088,0.354377,0.011337,0.281011,0.002618,0.160206,0.007249,0.179256,0.008175,0.043197,0.017672,0.002289,0.013262,0.21,0.408163,0.002952,0.5345,0.00515,0.191587,0.010874,0.326999,0.005133,0.085899,0.109756,0.505958,0.230539,0.449633,0.03764,0,0.56964,0.324437,1,0.608802,0.090909,0.199005,0.061538,0.308824,0.3671,0.00263,0.017849,0.194099,0.032332,0,0.037741,0.535872,0.631995,1,0.00548,0.009471,0.000584,0.000584,0.000171,0.000171,0.833333,1,0.701493,0,0,0.091228,GradStudent
0.123758,0.10454,0.037843,0.092882,0.107534,0.206954,0.160692,0.136879,0.192079,0.392181,0.115616,0.216199,0.171856,0.0924,0.160227,0.2554,0.533985,0.311828,0.02711,0.550898,0.409272,0.666667,0.761364,0.759259,0.873016,0.077319,0.024658,0.19555,0.975342,0,0,0.169879,0.241744,0.259111,0.758256,0,0,0.353978,0.028417,0.349986,0.054175,0.068645,0.002277,0.020673,0.11529,0.134429,0.313425,0.047644,0.095929,0.173178,0.34602,0.161843,0.271369,0.194066,0.167854,0.200425,0.5,0.653061,0.106511,0.6339,0.206952,0.25302,0.213068,0.717847,0.233533,0.402185,0.233668,0.445786,0.33228,0.465475,0.148628,0.09427,0.233959,0.199755,0.606897,0.329338,0.451613,0.495171,0.476923,0.632353,0.97254,0.16073,0.466626,0.5828,0.615561,0.093952,0.149164,0.363594,0.259975,0,0.208005,0.205158,0.237085,0.237085,0.236319,0.236319,0.377778,0,0.373134,0,0.258427,0.301754,PM
0.051318,0.037556,0.030067,0.056204,0.322957,0.161026,0.096415,0.075177,0.149196,0.390724,0.05255,0.000724,0.005604,0.9,0.00105,0.5,0.411817,0.231183,0.025473,0.409847,0.363291,0.880952,0.852273,0.851852,0.809524,0.058289,0.508717,0.04099,0.491283,0,0,0.162093,0.461959,0.148947,0.538041,0,0,0.180542,0.025457,0.155723,0.047879,0.020582,0.001409,0.021216,0.28434,0.115687,0.360133,0.060602,0.293084,0.170358,0.444509,0.07196,0.226548,0.115521,0.028866,0.118729,0.21,0.428571,0.055557,0.7944,0.017702,0.052062,0.161442,0.692916,0.112917,0.249255,0.175595,0.386295,0.436918,0.614044,0.07743,0.021166,0.323085,0.291542,0.698925,0.476422,0.463415,0.463797,0.461538,0.602941,0.953015,0.052575,0.544826,0.61965,0.691199,0.021192,0.077641,0.259657,0.191221,0,0.12969,0.128733,0.14538,0.14538,0.14328,0.14328,0.366667,0,0.402985,0,0.314607,0.414035,Research
0.0113,0.028587,0.193157,0.021967,0.837283,0.095141,0.138443,0.376596,0.09053,0.431277,0.014046,0.010929,0.026152,0.2781,0.026249,0.8278,0.103065,0.112903,0.073555,0.105788,0.404712,0.583333,0.352273,0.833333,0.349206,0.018024,0.927124,0.001368,0.072876,0,0,0.128668,0.869184,0.03009,0.130816,0,0,0.025401,0.005824,0.19701,0.186813,0.035063,0.008483,0.007058,0.420099,0.124942,0.759571,0.012827,0.275516,0.0588,0.253051,0.016563,0.139843,0.050695,0.004387,0.029776,0.14,0,0.009238,0.5867,0.001609,0.021033,0.051038,0.256005,0.026518,0.098312,0.103485,0.566455,0.239011,0.429145,0.03549,0.007494,0.343321,0.334349,0.819048,0.579131,0.285714,0.282691,0.246154,0.411765,0.767565,0.067916,0.145463,0.32825,0.236322,0.007755,0.035618,0.359787,0.39046,1,0.034289,0.029583,0.007236,0.007236,0.005139,0.005139,0.555556,1,0.597015,0,0.044944,0.129825,GradStudent
0.007924,0.022702,0.225298,0.014447,0.756102,0.042457,0.061187,0.373404,0.047151,0.670228,0.009583,0.005284,0.017435,0.3836,0.00924,0.6027,0.124833,0.16129,0.089412,0.129741,0.420483,0.666667,0.920455,0.888889,0.936508,0.011565,0.794723,0.002737,0.205277,0,0,0.054411,0.789454,0.018723,0.210546,0,0,0.038577,0.004359,0.140681,0.047701,0.019104,0.004352,0.000459,0.038594,0.006941,0,0.001178,0.035694,0.010471,0.103138,0.009314,0.050357,0.020498,0.00159,0.024021,0.07,0.285714,0.006064,0.5426,0.00515,0.094752,0.033699,0.510642,0.053892,0.436941,0.084229,0.112336,0.236887,0.388813,0.184691,0.001349,0.457746,0.213894,0.921569,0.342063,0.323529,0.544261,0.261538,0.676471,0.780959,0.009484,0.236204,0.674221,0.362786,0.00135,0.18496,0.448216,0.168183,0,0.025504,0.026692,0.026976,0.026976,0.023569,0.023569,0.511111,0,0.328358,0,0.05618,0.54386,Operations
0.284977,0.246357,0.038777,0.272379,0.236293,1,0.946848,0.19539,1,0.498057,0.281637,0.039375,0.072229,0.2132,0.053129,0.4651,0.943581,0.462366,0.018824,0.966068,0.399202,0.642857,0.556818,0.722222,0.603175,0.241626,0.236532,0.351954,0.763468,0,0,1,0.449735,0.936643,0.550265,0,0,0.224843,0.012381,0.377301,0.155327,0.145058,0.013693,0.115728,0.280764,1,0.551557,0.25733,0.225181,1,0.416618,0.284659,1,0.486839,0.693604,0.775428,0.9,0.44898,0.312327,0.8084,0.153846,0.081841,0.80672,0.501824,0.916168,0.329196,0.113441,0.454446,0.208782,0.584888,0.635734,0.523236,0.079499,0.021397,0.345428,0.028518,0.782178,1,0.830769,1,0.995064,0.545326,0.908804,0.999289,0.940051,0.523503,0.636986,0.218664,0.00425,0,0.552129,0.546738,0.683323,0.683323,0.682893,0.682893,0.122222,0,0,0,0.865169,0.989474,Director
0.017583,0.035594,0.146397,0.025859,0.552352,0.063159,0.093943,0.388298,0.065912,0.57018,0.019702,0.020918,0.045455,0.2526,0.030239,0.4983,0.078632,0.145161,0.137903,0.090486,0.562417,0.595238,0.636364,0.833333,0.793651,0.024136,0.726559,0.007912,0.273441,0,0,0.077011,0.715745,0.034771,0.284255,0,0,0.069961,0.012565,0.217582,0.072945,0.051908,0.00441,0.006139,0.237238,0.034938,0.252169,0.010209,0.142359,0.032622,0.212667,0.018181,0.065624,0.031262,0.014624,0.040035,0.3,0.326531,0.014889,0.6139,0.010299,0.087255,0.053683,0.556096,0.041916,0.231877,0.075601,0.343412,0.082758,0.531672,0.17698,0.019794,0.341549,0.180276,0.716667,0.276967,0.304348,0.561194,0.261538,0.691176,0.812967,0.067739,0.157227,0.660749,0.257487,0.020552,0.177595,0.28003,0.083193,0,0.043337,0.040055,0.016512,0.016512,0.014639,0.014639,0.533333,0,0.313433,0,0.089888,0.463158,GradStudent
0.099142,0.088285,0.042094,0.098489,0.259639,0.322301,0.182324,0.061702,0.299881,0.394366,0.098924,0.018819,0.044832,0.2769,0.026039,0.4769,0.378498,0.284946,0.041739,0.404524,0.456584,0.797619,0.795455,0.907407,0.904762,0.11828,0.564002,0.070082,0.435998,0,0,0.278416,0.290458,0.379137,0.709542,0,0,0.254071,0.009643,0.326678,0.054168,0.05277,0.002504,0.014158,0.09852,0.18348,0.258295,0.038351,0.096347,0.269835,0.345148,0.099064,0.322534,0.162122,0.104527,0.269236,0.39,0.530612,0.064256,0.477,0.148053,0.225739,0.322982,0.690787,0.337896,0.374876,0.214342,0.329775,0.375072,0.339669,0.609126,0.323062,0.101813,0.022175,0.37415,0.029758,0.714286,1,0.769231,1,0.976772,0.302075,0.828608,1,0.892341,0.32257,0.610351,0.22303,0,0,0.245032,0.244267,0.246672,0.246672,0.244986,0.244986,0.166667,0,0,0,0.786517,1,PM
0.021474,0.05213,0.179471,0.026783,0.415458,0.073014,0.12979,0.488652,0.08646,0.777076,0.022815,0.013825,0.046077,0.3874,0.02415,0.6021,0.079964,0.129032,0.118261,0.085163,0.454114,0.488095,0.386364,0.5,0.174603,0.026069,0.579551,0.014813,0.420449,0,0,0.096762,0.837986,0.02658,0.162014,0,0,0.108998,0.003442,0.305173,0.23005,0.521363,0.028141,0.007601,0.241307,0.060389,0.433895,0.009555,0.109453,0.037455,0.209471,0.022895,0.078183,0.038218,0.01367,0.03403,0.23,0.163265,0.020191,0.6839,0.012874,0.089546,0.036638,0.228033,0.034217,0.16435,0.12178,0.5752,0.332364,0.50818,0.117253,0.026355,0.339828,0.270946,0.642105,0.4307,0.343284,0.40406,0.292308,0.544118,0.809721,0.034425,0.209388,0.49166,0.339217,0.026687,0.117623,0.249548,0.290744,0,0.041014,0.041731,0.019615,0.019615,0.017855,0.017855,0.488889,0,0.462687,0,0.157303,0.252632,GradStudent
0.000094,0.002803,1,0,0.028652,0.010289,0.016069,0.416312,0.010423,0.559009,0.000017,0,0,0,0,0,0.011106,0.026882,0.213095,0.010645,0.3422,0.142857,0.477273,0.685185,0.746032,0.000116,0.302026,0.000476,0.697974,0,0,0.005887,0.091589,0.017385,0.908411,0,0,1,0.016711,0.084857,0.088473,0.001269,0.004061,0,0,0.0118,0.619449,0,0,0.002819,0.17577,0.000035,0.011048,0.002753,0,0.006756,0,0.44898,0.000571,1,0,0,0.010384,0.743691,0.005988,0.176266,0.787009,0.395961,1,0.137221,0.002816,0.000348,0.16295,0.561258,0.666667,0.797586,0,0.026639,0.046154,0.088235,0.346315,0.004082,0.005294,0.036867,0.009677,0.000348,0.002823,0.121459,0.633932,1,0.005281,0.004396,0.001524,0.001524,0.001184,0.001184,1,1,0.955224,1,0.011236,0.014035,Operations
0.002766,0.005325,0.17522,0.00343,0.385921,0.026404,0.042645,0.43227,0.027794,0.591306,0.002889,0,0,0,0,0,0.043092,0.053763,0.091765,0.051231,0.612198,0.916667,0.863636,1,0.904762,0.002824,0.381341,0.003094,0.618659,0,0,0.025734,0.451742,0.025911,0.548258,0,0,0.141937,0.007213,0.252885,0.063741,0.104165,0.003231,0.001336,0.29889,0.026377,0.5439,0.004058,0.327384,0.041079,0.662115,0.002994,0.029236,0.009983,0.003115,0.031903,0.37,0.897959,0.002667,0.6364,0.002253,0.110371,0.021454,0.539982,0.025663,0.32572,0.104099,0.324192,0.184799,0.421086,0.012585,0,0.750391,0.456447,1,0.704168,0.22449,0.1766,0.107692,0.279412,0.696787,0.003872,0.06338,0.194825,0.111461,0,0.012645,0.408658,0.343125,1,0.015493,0.015036,0.031977,0.031977,0.029575,0.029575,0.633333,1,0.731343,0,0,0.052632,Research
1,1,0.050078,1,0.264238,0.952956,1,0.23156,0.849514,0.3339,1,1,1,0.1162,1,0.3447,1,1,0.061893,1,0.368991,0.309524,0.454545,0.481481,0.539683,1,0.381341,1,0.618659,0,0,0.891938,0.373654,1,0.626346,0,0,0.183246,0.000154,0.462685,0.074564,0.061555,0.004403,1,0.691862,0.70546,0.374426,1,0.249582,0.575513,0.239977,1,0.953811,1,1,1,0.37,0.734694,1,0.7382,1,0.151603,1,0.734874,1,0.376862,0.181681,0.309858,0.34281,0.360321,0.711386,0.55087,0.061978,0,0.327843,0,0.747573,1,0.8,1,1,1,0.793571,0.955455,0.888818,0.550872,0.7128,0.26396,0.016372,0,1,1,1,1,1,1,0.144444,0,0,0,0.685393,0.835088,Director
0.024592,0.032511,0.084189,0.036414,0.560665,0.078096,0.084672,0.248227,0.084872,0.632831,0.027641,0.051824,0.057908,0.1299,0.080008,0.5321,0.11817,0.139785,0.080409,0.131071,0.509025,0.702381,0.806818,0.944444,0.904762,0.036203,0.822679,0.007139,0.177321,0,0,0.1017,0.811166,0.031595,0.188834,0,0,0.049853,0.000444,0.203884,0.07029,0.04029,0.002886,0.004135,0.114797,0.028922,0.128892,0.011518,0.115449,0.035844,0.185357,0.02912,0.092914,0.046888,0.010491,0.052171,0.16,0.367347,0.021175,0.6275,0.007081,0.043107,0.064263,0.528124,0.052181,0.234856,0.045555,0.403877,0.090049,0.793934,0.063629,0.031115,0.29421,0.309054,0.679654,0.499313,0.363636,0.40406,0.353846,0.544118,0.86197,0.08004,0.273996,0.520585,0.410632,0.03201,0.06379,0.318828,0.20299,0,0.062624,0.062935,0.018984,0.018984,0.014549,0.014549,0.466667,0,0.462687,0,0.101124,0.361404,Research
0.00068,0,0.156039,0.001649,0.82844,0.003719,0.008035,0.559574,0.004864,0.902623,0.000882,0,0,0,0,0,0.007996,0.016129,0.192327,0.00998,0.699981,1,0.988636,1,0.984127,0.001354,0.963405,0.000059,0.036595,0,0,0.003798,0.621419,0.003343,0.378581,0,0,0,0.007059,0.152116,0.028749,0.009293,0.0011,0.000543,0.37275,0,0.064319,0.001702,0.4215,0,0.192621,0.00064,0.003905,0.001213,0.001081,0.000876,0.4,0.285714,0.000857,0.6279,0.000322,0.048521,0.000784,0.292946,0.005133,0.32721,0.092286,0.073115,0.075192,0.215661,0.004197,0,0.552426,0.631654,1,0.696992,0.071429,0.054309,0.030769,0.102941,0.194982,0.00129,0.005382,0.050695,0.009886,0,0.004208,0.579852,0.587303,1,0.0025,0.001941,0,0,0.000176,0.000176,0.866667,1,0.910448,1,0,0.014035,GradStudent
0.000492,0.001121,0.318714,0.001517,1,0.023305,0.022868,0.224113,0.029085,0.866683,0.000709,0.000145,0.001245,1,0.00042,1,0.058196,0.091398,0.116522,0.063872,0.496105,0.964286,1,1,0.968254,0.000851,0.730799,0.000357,0.269201,0,0,0.027443,0.679073,0.014544,0.320927,0,0,0.041108,0.002218,0.149897,0.103449,0.018257,0.002959,0.000292,0.246609,0.010875,0.206738,0.000916,0.278862,0.01772,0.333236,0.000594,0.029042,0.008163,0.001971,0.02302,0.89,0.693878,0.000286,0.2571,0.000644,0.118909,0.012049,0.281545,0.017109,0.243793,0.144188,0.923104,0.15054,0.783968,0.020165,0.000783,0.607199,0.484503,0.909091,0.657672,0.25,0.222055,0.153846,0.308824,0.72046,0.011623,0.095875,0.247854,0.16589,0.000784,0.020217,0.302363,0.372354,1,0.021645,0.010393,0.00994,0.00994,0.000963,0.000963,0.6,1,0.671642,0,0.033708,0.070175,GradStudent
0.052115,0.098655,0.130016,0.072894,0.512557,0.316537,0.47157,0.388298,0.35944,0.703497,0.057514,0.086566,0.1401,0.1881,0.121798,0.4849,0.184363,0.247312,0.092583,0.214904,0.579707,0.369048,0.352273,0.62963,0.380952,0.064864,0.611748,0.032899,0.388252,0,0,0.399392,0.76154,0.150619,0.23846,0,0,0.115902,0,1,0.11692,0.724991,0.009838,0.016789,0.221578,0.244794,0.397141,0.026702,0.127161,0.127668,0.152528,0.052991,0.322593,0.12826,0.03605,0.206306,0.25,0.326531,0.048287,0.6799,0.018346,0.053103,0.176038,0.264366,0.238666,0.269613,0.128833,0.516503,0.167223,0.475478,0.19599,0.092562,0.221417,0.18453,0.535985,0.28847,0.487603,0.595958,0.523077,0.720588,0.903,0.125665,0.516502,0.71909,0.663475,0.092727,0.196301,0.230429,0.102714,0,0.080865,0.074512,0.041416,0.041416,0.036422,0.036422,0.344444,0,0.283582,0,0.370787,0.592982,Research
