@relation trai_norm_email_features_50_50_no_pid

@attribute total_sent numeric
@attribute unique_addresses_sent numeric
@attribute unique_add_sent_perc numeric
@attribute unique_subjects_sent numeric
@attribute unique_sub_sent_perc numeric
@attribute total_received numeric
@attribute unique_addresses_received numeric
@attribute unique_add_rec_perc numeric
@attribute unique_subjects_received numeric
@attribute unique_sub_rec_perc numeric
@attribute total_emails numeric
@attribute total_sent_signed numeric
@attribute unique_addresses_sent_signed numeric
@attribute unique_add_sent_perc_signed numeric
@attribute unique_subjects_sent_signed numeric
@attribute unique_sub_sent_perc_signed numeric
@attribute total_received_signed numeric
@attribute unique_addresses_received_signed numeric
@attribute unique_add_rec_perc_signed numeric
@attribute unique_subjects_received_signed numeric
@attribute unique_sub_rec_perc_signed numeric
@attribute inter_hume_sent numeric
@attribute inter_hume_received numeric
@attribute inter_vt_sent numeric
@attribute inter_vt_received numeric
@attribute sent_to numeric
@attribute sent_to_perc numeric
@attribute sent_cc numeric
@attribute sent_cc_perc numeric
@attribute sent_bcc numeric
@attribute sent_bcc_perc numeric
@attribute rec_to numeric
@attribute rec_to_perc numeric
@attribute rec_cc numeric
@attribute rec_cc_perc numeric
@attribute rec_bcc numeric
@attribute rec_bcc_perc numeric
@attribute avg_recipients_sent numeric
@attribute avg_recipients_rec numeric
@attribute avg_body_chars_sent numeric
@attribute avg_body_chars_rec numeric
@attribute var_body_chars_sent numeric
@attribute var_body_chars_rec numeric
@attribute after_hours_sent numeric
@attribute after_hours_sent_perc numeric
@attribute after_hours_rec numeric
@attribute after_hours_rec_perc numeric
@attribute after_hours_sent_hume numeric
@attribute after_hours_sent_hume_perc numeric
@attribute after_hours_rec_hume numeric
@attribute after_hours_rec_hume_perc numeric
@attribute avg_sent_per_day numeric
@attribute avg_rec_per_day numeric
@attribute avg_emails_per_day numeric
@attribute attached_sent numeric
@attribute attached_rec numeric
@attribute avg_attachments_sent numeric
@attribute avg_attachments_rec numeric
@attribute sent_re numeric
@attribute sent_re_perc numeric
@attribute sent_fw numeric
@attribute sent_fw_perc numeric
@attribute rec_re numeric
@attribute rec_re_perc numeric
@attribute rec_fw numeric
@attribute rec_fw_perc numeric
@attribute avg_subject_chars_sent numeric
@attribute avg_subject_chars_rec numeric
@attribute var_subject_chars_sent numeric
@attribute var_subject_chars_rec numeric
@attribute fg_between_centrality numeric
@attribute pg_between_centrality numeric
@attribute pg_avg_neighbor_degree numeric
@attribute fg_avg_neighbor_degree numeric
@attribute pg_clustering numeric
@attribute fg_clustering numeric
@attribute pg_closeness_centrality numeric
@attribute fg_closeness_centrality numeric
@attribute pg_degree_centrality numeric
@attribute fg_degree_centrality numeric
@attribute pg_current_flow_closeness_centrality numeric
@attribute pg_current_flow_betweenness_centrality numeric
@attribute pg_communicability_centrality numeric
@attribute fg_communicability_centrality numeric
@attribute pg_communicability_betweenness_centrality numeric
@attribute pg_load_centrality numeric
@attribute fg_load_centrality numeric
@attribute pg_square_clustering numeric
@attribute fg_square_clustering numeric
@attribute pg_eccentricity numeric
@attribute pg_pagerank numeric
@attribute fg_pagerank numeric
@attribute pg_hubs numeric
@attribute pg_authorities numeric
@attribute fg_hubs numeric
@attribute fg_authorities numeric
@attribute pg_avg_shortest_paths numeric
@attribute pg_max_shortest_paths numeric
@attribute fg_avg_shortest_paths numeric
@attribute fg_max_shortest_paths numeric
@attribute pg_num_cliques numeric
@attribute fg_num_cliques numeric
@attribute Status {GradStudent,Research,Director,PM,Operations,Outreach}

@data
0.011628,0.036715,0.245723,0.016294,0.50619,0.046362,0.128554,0.82766,0.056284,0.820544,0.0128,0.003619,0.021793,0.7,0.00735,0.7,0.033319,0.075269,0.178926,0.036593,0.499905,0.142857,0.363636,0.833333,0.555556,0.016361,0.753573,0.004759,0.246427,0,0,0.062007,0.852947,0.015881,0.147053,0,0,0.175709,0.009672,0.46656,0.166381,0.060275,0.009458,0.015954,0.923551,0.058769,0.723073,0.00733,0.153095,0.03383,0.308542,0.013503,0.054252,0.024661,0.009283,0.019767,0.29,0.142857,0.006349,0.3922,0.008046,0.102041,0.021356,0.201125,0.017109,0.127607,0.089764,0.487457,0.052165,0.462421,0.022837,0.000563,0.606528,0.293613,0.952381,0.592445,0.2,0.210448,0.092308,0.323529,0.596024,0.009339,0.034477,0.204209,0.063708,0.000722,0.022897,0.569203,0.39976,1,0.015471,0.016169,0.003533,0.003533,0.001821,0.001821,0.666667,1,0.686567,0,0.011236,0.087719,GradStudent
0.001547,0.003363,0.222395,0.002573,0.586311,0.007996,0.012361,0.412411,0.010919,1,0.001764,0.000072,0.000623,1,0.00021,1,0.018658,0.037634,0.167263,0.023952,0.734942,0.821429,0.875,0.740741,0.825397,0.001431,0.293231,0.002142,0.706769,0,0,0.009496,0.71757,0.004848,0.28243,0,0,0.1239,0.103574,0.11647,0.153171,0.012266,0.005661,0.000835,0.308261,0.007404,0.490301,0.002094,0.278862,0.011277,0.604881,0.001596,0.008636,0.00323,0.001907,0.00563,0.38,0.510204,0.001841,0.725,0.000322,0.026031,0.003135,0.276072,0.006843,0.248262,0.238001,0.908839,0.295605,0.762914,0.001308,0,0.734898,0.565746,1,0.916274,0.176471,0.063772,0.061538,0.117647,0.44829,0.003102,0.021218,0.058065,0.039434,0,0.001311,0.451474,0.727938,1,0.006493,0.007019,0.008782,0.008782,0.007913,0.007913,0.7,1,0.895522,1,0,0.010526,GradStudent
0.012894,0.022422,0.124935,0.015634,0.391404,0.067993,0.070457,0.23227,0.069883,0.546382,0.013561,0,0,0,0,0,0.147046,0.16129,0.072532,0.149701,0.393312,0.845238,0.840909,0.888889,0.920635,0.012106,0.320559,0.014516,0.679441,0,0,0.064381,0.399927,0.070043,0.600073,0,0,0.227173,0.117103,0.908143,0.08099,1,0.0042,0.003926,0.205549,0.038177,0.257274,0.011126,0.210123,0.052759,0.324521,0.01708,0.090582,0.037386,0.013098,0.081571,0.37,0.897959,0.012223,0.6826,0.011909,0.13661,0.055937,0.529644,0.076989,0.396226,0.191255,0.585803,0.419371,0.8072,0.032533,0.00028,0.441823,0.379019,0.980392,0.64521,0.323529,0.348027,0.292308,0.485294,0.859838,0.064482,0.27749,0.478642,0.402347,0.00028,0.032618,0.481265,0.369654,0,0.043681,0.046723,0.040335,0.040335,0.039854,0.039854,0.511111,0,0.522388,0,0.011236,0.217544,Research
0.005931,0.007567,0.099119,0.003364,0,0.010785,0.015451,0.37695,0.006254,0,0.005207,0.00123,0.006227,0.5882,0.00105,0.2941,0.023989,0.037634,0.125831,0.020625,0.205396,0.559524,0.625,0.648148,0.587302,0.003481,0,0.010114,1,0,0,0.006362,0.103448,0.017887,0.896552,0,0,0.403745,0.04402,0.315214,0.001441,0.14524,0.000359,0.004552,0.503329,0.009486,0.465544,0.009031,0.36029,0.010471,0.436955,0.008445,0.015997,0.010312,0.004705,0.004629,0.28,0.244898,0.006159,0.7266,0.00354,0.085798,0.013715,0.956066,0.005133,0.145482,0.082113,0,0,0.143384,0.000199,0.002416,0.311424,0.546475,0.75,0.974628,0.216216,0.035745,0.138462,0.088235,0.547147,0.055656,0.044844,0.032855,0.077604,0.002645,0.000199,0.323287,0.800677,1,0.012057,0.009695,0.007283,0.007283,0.004362,0.004362,0.644444,1,0.940299,1,0.022472,0.003509,GradStudent
0.001969,0.005325,0.248834,0.00343,0.646268,0.012954,0.012979,0.242199,0.016577,0.903837,0.002301,0.002027,0.004359,0.25,0.00357,0.6071,0.021768,0.016129,0.058824,0.023287,0.467984,0.845238,0.954545,0.944444,0.968254,0.003017,0.791582,0.000773,0.208418,0,0,0.016713,0.808794,0.005517,0.191206,0,0,0.062338,0.075002,0.272583,0.173939,0.05544,0.00427,0.000626,0.188779,0.004627,0.155181,0.001702,0.185025,0.005638,0.223417,0.002036,0.013882,0.005012,0.000509,0.010259,0.08,0.55102,0.002445,0.7857,0,0,0.006661,0.320462,0.005133,0.124131,0.129861,1,0.18326,0.840314,0.001596,0.000118,0.621283,0.648466,0.933333,0.889186,0.16129,0.092913,0.076923,0.132353,0.547592,0.005405,0.026185,0.079709,0.048255,0.000118,0.0016,0.464945,0.778484,1,0.011436,0.010045,0.001989,0.001989,0.002067,0.002067,0.722222,1,0.850746,0,0.011236,0.010526,GradStudent
0.003774,0.008408,0.188284,0.004486,0.363283,0.015123,0.018541,0.309574,0.013699,0.403108,0.003909,0,0,0,0,0,0.016437,0.026882,0.138517,0.011311,0,0.738095,0.886364,0.740741,0.825397,0.004409,0.515313,0.003213,0.484687,0,0,0.015763,0.545156,0.013039,0.454844,0,0,0.124993,0.055273,0.513212,0.081664,0.226698,0.001305,0.000668,0.1127,0.003239,0.063042,0.001963,0.119492,0.004833,0.169959,0.004575,0.01874,0.008228,0.001017,0.006255,0.09,0.183673,0.004127,0.7429,0.000644,0.02374,0.011755,0.532077,0.00941,0.19861,0.118231,0.392018,0.196873,0.711433,0.028289,0,0.690141,0.263484,1,0.52083,0.184211,0.187723,0.076923,0.294118,0.542094,0.00468,0.029631,0.156433,0.054247,0,0.028424,0.467542,0.492637,1,0.010589,0.013673,0.003672,0.003672,0.004062,0.004062,0.688889,1,0.716418,0,0,0.066667,GradStudent
0.005158,0.016256,0.255677,0.004618,0.194906,0.013574,0.02534,0.510638,0.013302,0.506314,0.004964,0,0,0,0,0,0.000888,0.005376,0.659028,0.001331,1,0.702381,0.829545,0.888889,0.84127,0.003713,0.120779,0.007793,0.879221,0,0,0.01225,0.403758,0.015045,0.596242,0,0,0.340516,0.096978,0.385121,0.05575,0.091588,0.001453,0.001295,0.163379,0.009024,0.337672,0.003272,0.148912,0.014096,0.457292,0.007899,0.021502,0.01144,0.00248,0.012636,0.17,0.653061,0.006032,0.812,0.001609,0.044565,0.01107,0.570234,0.019675,0.456802,0.113094,0.26781,0.062546,0.226835,0.025582,0.003045,0.38602,0.223202,0.75,0.475317,0.22449,0.1766,0.123077,0.279412,0.585548,0.01092,0.041215,0.134199,0.076315,0.003133,0.025682,0.266605,0.220441,1,0.013536,0.012143,0.010759,0.010759,0.010747,0.010747,0.633333,1,0.731343,0,0.033708,0.098246,Research
0.002391,0.005605,0.213478,0.002375,0.24549,0.008925,0.015451,0.465957,0.010721,0.799174,0.002335,0,0,0,0,0,0.022657,0.032258,0.11468,0.027279,0.634619,0.797619,0.897727,0.888889,0.857143,0.001934,0.201194,0.00351,0.798806,0,0,0.01054,0.70717,0.005517,0.29283,0,0,0.290921,0.055822,0.083649,0.124296,0.002188,0.004043,0.001879,0.478298,0.007635,0.451506,0.004581,0.420664,0.011679,0.566822,0.002523,0.009724,0.004215,0.003179,0.007632,0.43,0.612245,0.002254,0.6121,0.000644,0.035818,0.005976,0.480693,0.002566,0.084906,0.130374,0.640679,0.063264,0.774697,0.005592,0,0.944053,0.352567,1,0.779668,0.168831,0.102886,0.046154,0.205882,0.429058,0.001905,0.017158,0.098625,0.032,0,0.005607,0.324952,0.839754,1,0.005494,0.008241,0.010324,0.010324,0.010509,0.010509,0.711111,1,0.835821,1,0,0.052632,GradStudent
0.101463,0.074832,0.028823,0.124019,0.403077,0.283191,0.217553,0.133333,0.277248,0.467946,0.107331,0.196728,0.133873,0.0791,0.249475,0.4371,0.484229,0.306452,0.031407,0.500333,0.411362,0.809524,0.772727,0.907407,0.873016,0.139243,0.734098,0.043727,0.265902,0,0,0.329313,0.64459,0.184052,0.35541,0,0,0.110091,0.04427,0.265745,0.081459,0.045025,0.00575,0.02769,0.188286,0.268394,0.515569,0.072513,0.177914,0.352396,0.526148,0.134591,0.376478,0.203235,0.044697,0.199049,0.16,0.387755,0.086606,0.6283,0.06952,0.103499,0.247159,0.567346,0.209581,0.264647,0.084234,0.310794,0.153204,0.543509,0.291063,0.218194,0.120918,0.138883,0.39899,0.213827,0.651376,0.688502,0.676923,0.794118,0.974625,0.16558,0.68353,0.802616,0.816879,0.217085,0.29161,0.237675,0.087642,0,0.253659,0.254597,0.11086,0.11086,0.110425,0.110425,0.211111,0,0.208955,0,0.617978,0.680702,Research
0.003493,0.008128,0.198548,0.004816,0.471171,0.025102,0.035229,0.362411,0.02561,0.546382,0.003788,0.003329,0.014321,0.5,0.00378,0.3913,0.033319,0.053763,0.125013,0.037259,0.524986,0.857143,0.852273,0.888889,0.84127,0.003674,0.412282,0.003629,0.587718,0,0,0.02222,0.354315,0.028586,0.645685,0,0,0.127927,0.101799,0.110535,0.077698,0.029897,0.001711,0.000794,0.143773,0.018047,0.365748,0.002356,0.153932,0.023762,0.409064,0.004478,0.032629,0.012017,0.000954,0.025898,0.09,0.734694,0.004318,0.8344,0.000322,0.012703,0.021552,0.5827,0.028229,0.375869,0.203955,0.516209,0.290553,0.525454,0.007881,0,0.679382,0.500249,1,0.843712,0.22449,0.1766,0.107692,0.279412,0.693344,0.00344,0.058129,0.212077,0.102404,0,0.007946,0.403837,0.628106,1,0.014826,0.016504,0.029127,0.029127,0.029269,0.029269,0.633333,1,0.731343,0,0,0.017544,Research
0.009846,0.013453,0.096941,0.01636,0.66254,0.015061,0.030284,0.557092,0.015783,0.59422,0.011503,0.010206,0.016812,0.1915,0.02016,0.6809,0.003554,0.010753,0.317954,0.005323,1,0.571429,0.806818,0.907407,0.825397,0.011874,0.56573,0.007139,0.43427,0,0,0.015383,0.52308,0.013541,0.47692,0,0,0.101835,0.086554,0.385392,0.047961,0.117191,0.002407,0.002589,0.176202,0.007635,0.240684,0.006152,0.151004,0.008458,0.266124,0.012307,0.019245,0.014054,0.014814,0.012511,0.54,0.571429,0.006699,0.4862,0.001287,0.019159,0.014694,0.701429,0.012831,0.271599,0.162701,0.218135,0.125369,0.229535,0.012649,0.010071,0.384194,0.410122,0.745455,0.649211,0.25,0.154812,0.153846,0.220588,0.630259,0.019808,0.063974,0.121867,0.116728,0.011434,0.012832,0.366968,0.462843,1,0.019576,0.013894,0.008376,0.008376,0.00883,0.00883,0.6,1,0.761194,0,0.05618,0.108772,GradStudent
0.002391,0.007287,0.267081,0.001583,0.062611,0.007376,0.018541,0.685461,0.005658,0.276348,0.002128,0,0,0,0,0,0.034651,0.048387,0.106496,0.031936,0.278548,0.083333,0.863636,1,0.888889,0.004216,1,0,0,0,0,0.003134,0,0.014376,1,0,0,0.856165,0.105396,0.835815,0.0962,0.001049,0.003999,0.000543,0.138224,0.002314,0.157223,0.000262,0.023982,0.003222,0.259733,0.007159,0.02391,0.011565,0.007375,0.006631,1,0.673469,0,0,0,0,0.006661,0.677714,0.012831,0.496524,1,0.29949,0.050946,0.463569,0.000399,0.000572,0.48572,0.718034,0.666667,0.963062,0.104294,0.092913,0.046154,0.132353,0.414691,0.002129,0.009151,0.08968,0.017173,0.000573,0.0004,0.377555,0.685708,1,0.005102,0.005342,0.011315,0.011315,0.011328,0.011328,0.811111,1,0.850746,0,0.011236,0.007018,Director
0.096774,0.074271,0.031519,0.117026,0.394942,0.411987,0.195921,0.029078,0.355867,0.293346,0.102038,0.01339,0.031133,0.2703,0.01701,0.4378,0.444691,0.247312,0.024962,0.447771,0.378111,0.702381,0.715909,0.833333,0.857143,0.084204,0.257578,0.116485,0.742422,0,0,0.32542,0.20197,0.538282,0.79803,0,0,0.182095,0.054106,0.223142,0.072915,0.030175,0.002241,0.031699,0.225894,0.270939,0.318275,0.077487,0.199247,0.391059,0.394829,0.101836,0.434237,0.1952,0.250763,0.467784,0.95,0.816327,0.085749,0.6521,0.170261,0.265931,0.404879,0.671785,0.424294,0.368918,0.175927,0.303355,0.363079,0.454258,0.271427,0.061018,0.302262,0.193792,0.651613,0.296725,0.463415,0.578424,0.461538,0.705882,0.976559,0.08086,0.511857,0.703542,0.667939,0.06048,0.272056,0.280072,0.136164,0,0.230047,0.235571,0.326805,0.326805,0.326597,0.326597,0.366667,0,0.298507,0,0.235955,0.491228,PM
0.020958,0.023543,0.068222,0.017679,0.165547,0.105801,0.071693,0.104965,0.123188,0.74745,0.020048,0.000724,0.003736,0.6,0.00126,0.6,0.174145,0.16129,0.057698,0.205589,0.598708,0.928571,0.659091,0.944444,0.984127,0.030208,0.792367,0.007139,0.207633,0,0,0.111006,0.514505,0.089936,0.485495,0,0,0.413354,0.041358,0.240393,0.049079,0.039481,0.002054,0.002297,0.074723,0.040953,0.138336,0.006283,0.073759,0.045509,0.169669,0.020969,0.106309,0.044616,0.054807,0.070061,0.95,0.346939,0.006349,0.2203,0.140328,1,0.06681,0.34433,0.090676,0.30288,0.131191,0.547715,0.128736,0.44149,0.113841,0.012871,0.391868,0.255374,0.806154,0.418075,0.40625,0.479353,0.384615,0.617647,0.898029,0.028334,0.43877,0.612352,0.593658,0.012925,0.114216,0.349561,0.240408,0,0.063229,0.061827,0.048133,0.048133,0.045583,0.045583,0.422222,0,0.38806,0,0.146067,0.375439,Operations
0.034016,0.029989,0.044583,0.025991,0.116201,0.090492,0.097651,0.245745,0.080206,0.334628,0.031862,0.032716,0.05604,0.1991,0.039689,0.4181,0.1506,0.139785,0.05821,0.139055,0.273418,0.630952,0.568182,0.666667,0.698413,0.027539,0.200251,0.044381,0.799749,0,0,0.098091,0.556285,0.071381,0.443715,0,0,0.178471,0.051358,0.261686,0.064305,0.021904,0.00232,0.005262,0.106042,0.028459,0.090607,0.013874,0.100948,0.027789,0.117374,0.157696,0.423818,0.23338,0.026322,0.066934,0.28,0.428571,0.033271,0.7154,0.027679,0.122241,0.083562,0.621161,0.067579,0.263158,0.164965,0.489045,0.252535,0.483289,0.000547,0.002936,0.408842,0.549526,0.891775,0.977673,0.363636,0.1766,0.323077,0.279412,0.872559,0.018831,0.331959,0.232088,0.477718,0.002939,0.000549,0.543556,0.748643,0,0.047787,0.04649,0.046936,0.046936,0.045716,0.045716,0.466667,0,0.731343,0,0.089888,0.010526,PM
0.129759,0.122478,0.046345,0.134574,0.28723,0.435478,0.354141,0.148582,0.381874,0.313016,0.130976,0.078677,0.07721,0.1141,0.073709,0.3229,0.488672,0.349462,0.038261,0.485695,0.361391,0.595238,0.556818,0.648148,0.571429,0.119595,0.306581,0.145755,0.693419,0,0,0.46045,0.518883,0.363925,0.481117,0,0,0.167108,0.039709,0.422991,0.047876,0.055072,0.004978,0.040428,0.215043,0.381536,0.467075,0.084293,0.16188,0.362465,0.342533,0.130506,0.438592,0.217491,0.100966,0.279495,0.29,0.326531,0.125814,0.7142,0.148053,0.172636,0.445827,0.711006,0.392643,0.322741,0.179483,0.428238,0.260386,0.495819,0.120266,0.032243,0.261395,0.209103,0.675862,0.354461,0.451613,0.448495,0.476923,0.588235,0.974571,0.174959,0.513597,0.515369,0.647586,0.032162,0.120666,0.467285,0.251978,0,0.211899,0.216488,0.30555,0.30555,0.304925,0.304925,0.377778,0,0.41791,0,0.280899,0.189474,Research
0.020044,0.019339,0.055054,0.019922,0.258401,0.068365,0.052534,0.139716,0.07157,0.574551,0.019961,0.03315,0.035492,0.1245,0.028979,0.3013,0.115948,0.139785,0.082455,0.125083,0.470644,0.928571,0.965909,0.962963,0.952381,0.027694,0.736139,0.008686,0.263861,0,0,0.082898,0.707535,0.038449,0.292465,0,0,0.214631,0.044222,0.278573,0.060518,0.078378,0.001563,0.005847,0.198644,0.037714,0.250638,0.017539,0.215003,0.062827,0.386694,0.021493,0.073645,0.035925,0.004578,0.055173,0.08,0.510204,0.018255,0.6617,0.004828,0.036027,0.056426,0.532077,0.061591,0.315293,0,0.382639,0.126533,0.807355,0.099854,0.074783,0.207247,0.253009,0.517241,0.410652,0.44,0.479353,0.430769,0.617647,0.888939,0.04671,0.330446,0.59992,0.497988,0.076039,0.100084,0.306324,0.138187,0,0.071215,0.068134,0.024936,0.024936,0.024422,0.024422,0.388889,0,0.38806,0,0.258427,0.487719,Research
0.003399,0.009529,0.237118,0.00343,0.258578,0.011157,0.021014,0.513475,0.009927,0.396795,0.003356,0.001592,0.007472,0.5455,0.00231,0.5,0.023101,0.043011,0.150691,0.016633,0.032111,0.72619,0.863636,0.888889,0.968254,0.004641,0.683839,0.001904,0.316161,0,0,0.012155,0.606824,0.008693,0.393176,0,0,0.197313,0.035476,0.170302,0.056093,0.023607,0.002865,0.001671,0.310234,0.004165,0.170495,0.003534,0.236754,0.003222,0.17577,0.00502,0.017082,0.008095,0.002289,0.003378,0.23,0.122449,0.004064,0.805,0.002897,0.117868,0.011266,0.740803,0.004277,0.117676,0.105627,0.245119,0.083221,0.444398,0.012791,0,0.5223,0.402705,1,0.714846,0.153846,0.16563,0.076923,0.264706,0.504366,0.004869,0.022177,0.167362,0.041187,0,0.013004,0.579224,0.71795,1,0.009863,0.010015,0.001435,0.001435,0.001004,0.001004,0.733333,1,0.746269,0,0,0.031579,GradStudent
0.063156,0.074552,0.068118,0.059701,0.229395,0.139767,0.116811,0.15922,0.121898,0.310102,0.062202,0.009699,0.018057,0.2164,0.0147,0.5224,0.330964,0.155914,0.018107,0.333333,0.378491,0.714286,0.795455,0.833333,0.84127,0.067224,0.441495,0.057291,0.558505,0,0,0.14614,0.508666,0.119692,0.491334,0,0,0.203901,0.033364,0.430207,0.049887,0.03719,0.002521,0.005304,0.05783,0.054836,0.140378,0.013089,0.05145,0.076118,0.218187,0.103444,0.23,0.13963,0.066696,0.113599,0.39,0.510204,0.05343,0.6215,0.143547,0.342982,0.151646,0.771663,0.176219,0.447368,0.181627,0.299712,0.223528,0.33171,0.25047,0.029412,0.295397,0.181838,0.692308,0.294732,0.417323,0.527618,0.430769,0.661765,0.936861,0.146264,0.437611,0.612748,0.579547,0.029323,0.250938,0.315766,0.206244,0,0.102219,0.108839,0.102376,0.102376,0.101509,0.101509,0.411111,0,0.343284,0,0.179775,0.284211,Outreach
0.021826,0.018217,0.043235,0.025068,0.354262,0.078034,0.055624,0.119149,0.079611,0.53424,0.022625,0.05139,0.036115,0.0817,0.063419,0.4254,0.154598,0.166667,0.070793,0.169661,0.493635,0.952381,0.943182,0.962963,0.920635,0.030015,0.730799,0.009638,0.269201,0,0,0.082993,0.533662,0.06436,0.466338,0,0,0.154076,0.066642,0.255659,0.045985,0.137923,0.002061,0.006891,0.21529,0.052753,0.333078,0.020942,0.236057,0.083367,0.451191,0.022167,0.079565,0.038065,0.011445,0.050544,0.19,0.346939,0.022223,0.7407,0.008046,0.055185,0.070925,0.608848,0.05988,0.269613,0.137606,0.6364,0.237421,0.88172,0.06992,0.005407,0.380282,0.319641,0.835498,0.519621,0.363636,0.389718,0.353846,0.529412,0.896536,0.105949,0.3547,0.50869,0.492276,0.005413,0.070153,0.333869,0.312484,0,0.065226,0.071331,0.048304,0.048304,0.04734,0.04734,0.466667,0,0.477612,0,0.067416,0.210526,Research
0.006728,0.011491,0.131985,0.006993,0.281924,0.02033,0.024722,0.302482,0.02025,0.516756,0.006746,0.000217,0.001868,1,0.00042,0.6667,0.037317,0.037634,0.073248,0.037259,0.374121,0.809524,0.886364,0.888889,0.920635,0.007388,0.462541,0.006128,0.537459,0,0,0.020131,0.47765,0.019392,0.52235,0,0,0.239975,0.049487,0.533318,0.111145,0.158328,0.002533,0.001838,0.180271,0.011337,0.266207,0.005236,0.185304,0.01772,0.382045,0.007202,0.022034,0.011076,0.005849,0.017015,0.31,0.55102,0.006032,0.6312,0.009012,0.193669,0.019005,0.656583,0.021386,0.345581,0.097559,0.359955,0.131061,0.441105,0.002229,0.001862,0.517997,0.623441,0.933333,0.868665,0.241379,0.102886,0.138462,0.147059,0.698426,0.005703,0.073382,0.090495,0.127728,0.002364,0.002235,0.635614,0.706773,1,0.016123,0.013873,0.017972,0.017972,0.015944,0.015944,0.611111,1,0.835821,0,0.011236,0.007018,Outreach
0.049137,0.100336,0.143079,0.038723,0.131058,0.283935,0.210136,0.123404,0.292932,0.54711,0.046357,0,0,0,0,0,0.456242,0.263441,0.026701,0.481038,0.438153,0.642857,0.795455,0.685185,0.857143,0.042353,0.249725,0.059968,0.750275,0,0,0.206248,0.128261,0.402708,0.871739,0,0,0.339739,0.025544,0.210072,0.030316,0.028499,0,0.011109,0.155487,0.41925,0.874681,0.025524,0.128834,0.642771,0.979082,0.049277,0.28542,0.115201,0.028739,0.191292,0.21,0.367347,0.056986,0.8507,0.032829,0.100583,0.303487,0.754789,0.349016,0.439424,0.182875,0.307326,0.188243,0.263182,0.208313,0.013074,0.334018,0.171239,0.800866,0.268465,0.363636,0.527618,0.353846,0.661765,0.967414,0.201655,0.328234,0.594602,0.462713,0.013154,0.209185,0.509774,0.183505,0,0.177377,0.183011,0.429239,0.429239,0.428973,0.428973,0.466667,0,0.343284,0,0.05618,0.350877,Operations
0.003493,0.004765,0.12224,0.006069,0.677397,0.017355,0.017305,0.234397,0.015783,0.40238,0.004117,0.00152,0.005604,0.4286,0.00273,0.619,0.016437,0.037634,0.192327,0.015303,0.300019,0.916667,0.965909,0.925926,0.952381,0.004912,0.720591,0.001725,0.279409,0,0,0.021081,0.724685,0.009696,0.275315,0,0,0.047753,0.008968,0.20992,0.060114,0.026346,0.000916,0.001295,0.234525,0.007867,0.204441,0.003927,0.256553,0.01329,0.342824,0.003754,0.019045,0.00771,0.001272,0.006381,0.12,0.142857,0.003397,0.6564,0,0,0.014792,0.590149,0.010265,0.191658,0.072532,0.195139,0.364145,0.530759,0.002443,0,0.769757,0.583933,1,0.872697,0.132075,0.112992,0.046154,0.161765,0.494928,0.002569,0.013634,0.098702,0.025362,0,0.002449,0.887694,0.85126,1,0.008373,0.011459,0.00277,0.00277,0.003787,0.003787,0.766667,1,0.820896,0,0,0.014035,GradStudent
0.015684,0.054652,0.271332,0.022759,0.539441,0.155572,0.224969,0.37305,0.187413,0.807674,0.017488,0.000434,0.003736,1,0.00042,0.3333,0.019547,0.053763,0.227008,0.021956,0.535626,0,0,0,0.142857,0.018643,0.55395,0.011541,0.44605,0,0,0.217643,0.923737,0.036443,0.076263,0,0,0.126201,0.003365,0.334258,1,0.053658,1,0.008603,0.371887,0.170754,0.616386,0.003534,0.055075,0.008055,0,0.016688,0.166373,0.058158,0.013543,0.052046,0.31,0.020408,0.014699,0.6779,0.014805,0.14015,0.059071,0.101247,0.075278,0.171797,0.115518,0.577549,0.149947,0.44314,0.003307,0,0.520866,0.512157,1,0.876767,0.2,0.144142,0.123077,0.235294,0.468865,0.060893,0.052674,0.162729,0.089961,0,0.003316,0.530482,0.652204,1,0.01033,0.010506,0.002948,0.002948,0.001741,0.001741,0.666667,1,0.776119,0,0,0.024561,Research
0.002813,0.009809,0.295905,0.004948,0.678458,0.046052,0.098888,0.614184,0.058269,0.895095,0.003321,0.000651,0.004981,0.8889,0.00084,0.4444,0.028432,0.069892,0.19734,0.02994,0.444613,0.690476,0.272727,0.851852,0.174603,0.003945,0.706926,0.001487,0.293074,0,0,0.067515,1,0.005349,0,0,0,0.069156,0.004002,0.187055,0.256522,0.013305,0.010697,0.001086,0.239211,0.064091,0.804492,0.002356,0.187256,0.008458,0.074375,0.008559,0.135157,0.043507,0.001526,0.01739,0.18,0.102041,0.002825,0.6642,0.000966,0.046647,0.011168,0,0.017109,0.128103,0.138454,0.80603,0.292407,0.412373,0.003374,0.000103,0.524452,0.471777,0.964286,0.877202,0.176471,0.1766,0.107692,0.279412,0.559494,0.005614,0.042385,0.20962,0.076526,0.000103,0.003383,0.48564,0.534138,1,0.0115,0.010131,0.002539,0.002539,0.001061,0.001061,0.7,1,0.731343,0,0.011236,0.070175,GradStudent
