pid,total_sent,unique_addresses_sent,unique_add_sent_perc,unique_subjects_sent,unique_sub_sent_perc,total_received,unique_addresses_received,unique_add_rec_perc,unique_subjects_received,unique_sub_rec_perc,total_emails,total_sent_signed,unique_addresses_sent_signed,unique_add_sent_perc_signed,unique_subjects_sent_signed,unique_sub_sent_perc_signed,total_received_signed,unique_addresses_received_signed,unique_add_rec_perc_signed,unique_subjects_received_signed,unique_sub_rec_perc_signed,inter_hume_sent,inter_hume_received,inter_vt_sent,inter_vt_received,sent_to,sent_to_perc,sent_cc,sent_cc_perc,sent_bcc,sent_bcc_perc,rec_to,rec_to_perc,rec_cc,rec_cc_perc,rec_bcc,rec_bcc_perc,avg_recipients_sent,avg_recipients_rec,avg_body_chars_sent,avg_body_chars_rec,var_body_chars_sent,var_body_chars_rec,after_hours_sent,after_hours_sent_perc,after_hours_rec,after_hours_rec_perc,after_hours_sent_hume,after_hours_sent_hume_perc,after_hours_rec_hume,after_hours_rec_hume_perc,avg_sent_per_day,avg_rec_per_day,avg_emails_per_day,attached_sent,attached_rec,avg_attachments_sent,avg_attachments_rec,sent_re,sent_re_perc,sent_fw,sent_fw_perc,rec_re,rec_re_perc,rec_fw,rec_fw_perc,avg_subject_chars_sent,avg_subject_chars_rec,var_subject_chars_sent,var_subject_chars_rec,fg_between_centrality,pg_between_centrality,pg_avg_neighbor_degree,fg_avg_neighbor_degree,pg_clustering,fg_clustering,pg_closeness_centrality,fg_closeness_centrality,pg_degree_centrality,fg_degree_centrality,pg_current_flow_closeness_centrality,pg_current_flow_betweenness_centrality,pg_communicability_centrality,fg_communicability_centrality,pg_communicability_betweenness_centrality,pg_load_centrality,fg_load_centrality,pg_square_clustering,fg_square_clustering,pg_eccentricity,pg_pagerank,fg_pagerank,pg_hubs,pg_authorities,fg_hubs,fg_authorities,pg_avg_shortest_paths,pg_max_shortest_paths,fg_avg_shortest_paths,fg_max_shortest_paths,pg_num_cliques,fg_num_cliques,Status
cheadley,0.025502429112885368,0.036202037719488406,0.07999033349444175,0.036587937579080555,0.36214531736919797,0.07182089967322533,0.0872289156626506,0.29363940698230506,0.07609054312677357,0.5467068445975032,0.027688419117647058,0.01739447755747476,0.04184704184704185,0.2028,0.02705427659216938,0.3753,0.13666915608663183,0.11475409836065574,0.06102422569763876,0.13595706618962433,0.18295142071494042,0.6588235294117647,0.875,0.8431372549019608,0.859375,0.03228101953680942,0.6095068137573003,0.015713346482577252,0.3904931862426996,0.0,0.0,0.0832220501041611,0.6307803468208094,0.04729100726121765,0.3692196531791907,0.0,0.0,0.12637067404326455,0.11512366209106852,0.17237347557801436,0.07206991580084772,0.027247510314587293,0.003199007723838121,0.008727340250214701,0.23367485495617824,0.049947698744769876,0.3415701415701416,0.01984732824427481,0.19249615007699847,0.07291666666666667,0.43201428146385007,0.02590426587819836,0.07322604166303252,0.03890293567744518,0.013495958429561201,0.05135699373695198,0.19,0.32307692307692304,0.025843173301279786,0.7362,0.011567894643174943,0.06654456654456654,0.050187387974580416,0.44138601036269437,0.05491329479768786,0.255278310940499,0.08551680096904718,0.5212486476178234,0.0878612141015282,0.7487265510486011,0.21846370020362432,0.045561829675498426,0.23775441735629618,0.20076138954953376,0.4486858514974965,0.2907910211177584,0.43411044973544993,0.5402298850574712,0.46376811594202905,0.6716417910447762,0.8961007794101982,0.0753653564583175,0.43400006219125714,0.6319097728989671,0.5825774755030252,0.04553674641663787,0.21837915108096922,0.13154112276011865,0.1595128081112635,0.0,0.06742974358745378,0.06707850837352337,0.019555309926920474,0.019555309911991173,0.01938629404069095,0.01938629402540895,0.38541666666666663,0.0,0.3333333333333334,0.0,0.319672131147541,0.43312101910828027,Research
chrisdob,0.0012633991950714407,0.003251680034684587,0.20492991783470277,0.0031105018979333612,0.6368705920944727,0.010324688868803448,0.014939759036144579,0.4227642276422764,0.010426978156140698,0.5217391304347825,0.0016189004010695187,0.0,0.0,0.0,0.0,0.0,0.010206621857107294,0.02459016393442623,0.2565164060104262,0.008050089445438283,0.0,0.9294117647058824,0.9318181818181818,0.9215686274509803,0.921875,0.0021563807305817915,0.8182998053212198,0.0004602235371466141,0.18170019467878004,0.0,0.0,0.009988782650499439,0.48320086705202325,0.010240178737665239,0.5167991329479769,0.0,0.0,0.040538120161595255,0.08189514422204752,0.22659619879780898,0.0807123070761008,0.12392874315046143,0.0012991707726737105,0.0004874312373790126,0.20738180471546722,0.001961297071129707,0.11068211068211069,0.0014540167211922936,0.2239955200895982,0.004755434782608696,0.23653674501636418,0.0015071097969972728,0.012803829286927883,0.0043327914143126145,0.0007938799076212471,0.0029227557411273487,0.18,0.1076923076923077,0.0017323057342855123,0.784,0.0005339028296849973,0.04884004884004884,0.006735104013904731,0.45952072538860106,0.006262042389210019,0.2098528470889315,0.04700483214459094,0.4020660526793809,0.13687570667610463,0.7191992929754547,0.0014545541828643604,0.0,0.7652504546205985,0.5054505477759696,1.0,0.9186991869918701,0.14485677083333326,0.08488862131246233,0.028985507246376812,0.1492537313432836,0.39810378825128917,0.0027686327189359074,0.009253825395807309,0.07346061225731948,0.017037732802000313,0.0,0.001454859309806284,1.0,1.0,1.0,0.005289591867613752,0.006727679979554045,0.0006007786836681677,0.0006007786828260523,0.00206391873250136,0.002063918729166264,0.7395833333333334,1.0,0.8636363636363636,0.0,0.0,0.012738853503184714,GradStudent
chrisj12,0.000468890422913112,0.0030349013657056147,0.40720154664088937,0.001159848165331084,0.5015581433491881,0.00879510533268442,0.013493975903614458,0.4567192730750837,0.010690952286675905,0.7195436934997846,0.0005953375668449198,0.0,0.0,0.0,0.0,0.0,0.005725665919840677,0.012295081967213115,0.2726157620361852,0.009838998211091235,0.8590284142988085,0.7764705882352941,0.9204545454545454,0.8235294117647058,0.875,0.0007331694483978091,0.5183322517845553,0.0006245890861275476,0.48166774821544456,0.0,0.0,0.007852144650392608,0.423049132947977,0.00986780860175014,0.576950867052023,0.0,0.0,0.1581524010428068,0.17691237830319892,0.053128470013307366,0.056430074295494924,0.0027298412986891444,0.0015488184094838802,6.963303391128752e-05,0.0578940871497346,0.00444560669456067,0.30759330759330755,0.00014540167211922936,0.04381912361752765,0.008605072463768116,0.440940196370128,0.000508029212332703,0.010469834247975636,0.0029557473344978343,0.0001443418013856813,0.0038970076548364646,0.06,0.23076923076923075,0.0007070635650144948,0.625,0.0,0.0,0.00554016620498615,0.4515867875647669,0.004816955684007707,0.19193857965451055,0.04824156567074103,0.6252333220844741,0.008468694976298864,1.0,0.006461694094861575,0.0007698453398855862,0.548107125144652,0.5874724834237992,0.9033055807435496,0.7733297985153764,0.21631944444444423,0.1259534116676973,0.08695652173913043,0.1791044776119403,0.5041098345415908,0.009013018342968826,0.03421398213952002,0.1131720011616515,0.0629218125632666,0.0007702077008265661,0.0064630495871368255,0.3360664967692731,0.39145729164381926,0.0,0.008730568005221555,0.00989599782211132,0.00502372945267615,0.005023729443626053,0.005332538360521341,0.005332538350880942,0.6354166666666666,0.0,0.8030303030303032,0.0,0.00819672131147541,0.09872611464968153,GradStudent
cshahria,0.0019667348294411086,0.00520268805549534,0.1957467375543741,0.002056094474905103,0.19632606199770383,0.01004658277132726,0.016867469879518072,0.49210903873744616,0.014452583646802613,0.9332759362892811,0.001974014037433155,0.0,0.0,0.0,0.0,0.0,0.018670649738610903,0.02459016393442623,0.13508126341613003,0.025044722719141325,0.5299725022914757,0.788235294117647,0.8409090909090909,0.8823529411764706,0.796875,0.0015957217406305257,0.1481181051265412,0.003090072320841552,0.8518818948734589,0.0,0.0,0.011698093050584904,0.6808164739884394,0.006516477378514243,0.31918352601156064,0.0,0.0,0.37821648192003826,0.11191872770151781,0.179712026683543,0.1231832445622059,0.015567525196248143,0.008570925466890703,0.0007195413504166376,0.2138007653376126,0.014382845188284518,0.8316602316602316,0.0018175209014903672,0.1955760884782304,0.022418478260869564,0.9214519488247546,0.0020399527754850436,0.010846622684757163,0.004185868301194302,0.002129041570438799,0.007306889352818371,0.33,0.4,0.002350986353673195,0.743,0.0,0.0,0.005703112269838683,0.3873056994818653,0.010597302504816955,0.38515674984005116,0.2028560437938747,0.7927454508586611,0.15428064278580236,0.77971486887132,0.009218870933257274,0.0,0.7253430319061,0.35297907829200953,1.0,0.7020905923344949,0.17943548387096755,0.10514541387024595,0.04347826086956521,0.1791044776119403,0.49726396724796607,0.0041450253674833746,0.0135848972434959,0.07339377845003775,0.026094549346314336,0.0,0.009220804808206029,0.5630635162315083,0.5593959903598122,1.0,0.006548078744673972,0.008857848960821035,0.013442815959784101,0.013442815922724128,0.014474540489130867,0.014474540451299174,0.6875,1.0,0.8333333333333336,0.0,0.0,0.07643312101910828,GradStudent
cthomp,0.05594123240032822,0.0559288965965749,0.047607539874335435,0.04402150991142978,0.1030014761358045,0.2879441006744073,0.11036144578313253,0.0,0.29584900679733384,0.5073181231166595,0.05356993649732621,0.01163686493938288,0.01827801827801828,0.1324,0.016131742564274913,0.3345,0.6176250933532487,0.13934426229508196,0.0,0.6525044722719141,0.2450962419798349,0.8823529411764706,0.7159090909090909,0.9803921568627451,0.984375,0.07374822098589727,0.6653147306943542,0.029322813938198553,0.33468526930564574,0.0,0.0,0.25639656001281985,0.3110549132947977,0.324241295848073,0.6889450867052023,0.0,0.0,0.4668948635793747,0.0764588498518474,0.38333264458392746,0.04239047818843784,0.06437649497959468,0.0013821866752976547,0.010212844973655502,0.12566349833353907,0.17010983263598325,0.26126126126126126,0.029225736095965103,0.13019739605207895,0.21807065217391305,0.31210949122285037,0.0560007522489108,0.28892695537499175,0.12040493162313547,0.06982534642032333,0.2231732776617954,0.45,0.35384615384615387,0.027858304461571094,0.3646,0.12991635522334935,0.3437118437118437,0.23735810113519093,0.5618523316062177,0.2957610789980732,0.3730006397952655,0.12814786432352496,0.4003976540771094,0.16905408218589432,0.3134364464246992,0.13458644301900086,0.032958419225913145,0.2709722451828584,0.23866857102193315,0.5559985311860672,0.3580344332855094,0.45606518817204295,0.49070537305831424,0.4927536231884058,0.6268656716417911,0.9740494060005958,0.14172098630322538,0.5613687825997815,0.5997338669704212,0.6890939202604713,0.033024594027879335,0.13460924544076816,0.24044328169636822,0.2532852940255419,0.0,0.18466813188371878,0.17808859299461693,0.2613640782085998,0.26136407774888554,0.2610463629715361,0.26104636250357555,0.36458333333333337,0.0,0.37878787878787895,0.0,0.4180327868852459,0.2070063694267516,Director
darek,0.000468890422913112,0.001300672013873835,0.2561623972933784,0.0008435259384226065,0.3478760045924225,0.0,0.0,0.7651841224294595,0.0,0.7216960826517432,0.0005326704545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3890009165902841,0.8941176470588236,0.9431818181818182,1.0,0.96875,0.0007331694483978091,0.5183322517845553,0.0006245890861275476,0.48166774821544456,0.0,0.0,0.0,0.9642341040462431,0.0,0.03576589595375722,0.0,0.0,0.1126589583872316,0.03731027393118462,0.433763541298731,0.06890234182260352,0.21295662330591564,0.008136815623560369,0.0008820184295429752,0.7329959264288359,0.0,0.8247104247104248,0.002544529262086514,0.7656446871062579,0.001585144927536232,0.975007438262422,0.00040746816002006,0.0,0.0,0.0004691108545034642,0.0002783576896311761,0.2,1.0,0.00067171038676377,0.5938,0.0,0.0,0.0,0.8968588082901556,0.0,0.381957773512476,0.1202347936936622,0.14728523881924846,0.016261634323707738,0.0,0.0,0.0,0.9530500909241197,1.0,1.0,1.0,0.10611194779116447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3393428447903157,0.8180183349622172,1.0,0.0,0.0,0.00136112070279172,0.0013611207011155562,0.0016637670101105665,0.00166376700798617,0.8020833333333335,1.0,1.0,1.0,0.0,0.0,GradStudent
deannac,0.08718756919389921,0.0897463689572946,0.04893668438859352,0.09294601433994096,0.21567984254551417,0.26858096363762773,0.2713253012048193,0.21520803443328548,0.26060846037088364,0.4429616874730951,0.08831885026737968,0.16697076592466448,0.17123617123617124,0.0864,0.22517223995967064,0.3254,0.3425441872043814,0.2581967213114754,0.04998466727997548,0.34570661896243293,0.1970669110907425,0.7294117647058823,0.5909090909090909,0.9019607843137255,0.796875,0.12438004053995773,0.7723880597014925,0.030999342537804075,0.22761194029850748,0.0,0.0,0.28999519256449974,0.5323338150289019,0.21383355054924594,0.46766618497109824,0.0,0.0,0.2366216243109316,0.04651992501662938,0.5143113107913347,0.09125886217799012,0.13251326927714768,0.0070654253836446995,0.003853027876424576,0.030490062955190717,0.1353294979079498,0.2023166023166023,0.010905125408942203,0.03121937561248775,0.10190217391304347,0.14102945551919072,0.12491380481230344,0.38566738651864935,0.19770281391371483,0.12308747113163972,0.2755741127348643,0.51,0.5384615384615384,0.046701548469207384,0.393,0.04466987008364478,0.07590557590557591,0.2093313779805551,0.5157059585492227,0.27601156069364163,0.37364043506078054,0.3033760661461236,0.5479920431905463,0.5861178647239081,0.4661841934753728,0.7420987374486209,0.3434522979686146,0.06804430484377579,0.030260801915260944,0.11471667209490596,0.04070082444623043,0.7880208333333335,0.9494949494949493,0.8405797101449275,0.9701492537313432,0.9725125464252896,0.19621166062104436,0.9082652440218422,0.9608586074974247,0.9301895223114401,0.34361032555435145,0.7417688691016707,0.08996025706036215,0.029091741135139133,0.0,0.1970424764976067,0.18300355526623846,0.11793694353508352,0.11793694344653376,0.11766015603840999,0.11766015594817339,0.1145833333333333,0.0,0.030303030303030363,0.0,0.8688524590163934,0.856687898089172,Operations
drdepoy,0.014405355770608386,0.017125514849338826,0.0666988883518608,0.011282159426402361,0.10218140068886337,0.02805395258291038,0.030843373493975902,0.2740315638450502,0.03246881805583053,0.657339647008179,0.013776320187165776,0.0011758504642582004,0.005291005291005291,0.3793,0.002016467820534364,0.4138,0.05725665919840677,0.06967213114754098,0.10272922416436676,0.061270125223613595,0.26049495875343726,0.7176470588235294,0.8636363636363636,0.7843137254901961,0.890625,0.013671453831888558,0.3004542504866969,0.016074950690335307,0.6995457495133032,0.0,0.0,0.029806100101490304,0.5372109826589596,0.02318004096071495,0.46278901734104033,0.0,0.0,0.4281677247308404,0.12317832738707142,0.6340142850226407,0.07226694898739427,0.21338650284183017,0.002722761366091983,0.0015319267460483254,0.07184298234785828,0.008760460251046025,0.11377091377091375,0.003780443475099964,0.06425871482570349,0.010643115942028986,0.16512942576614106,0.014578740609948489,0.028548701649844924,0.01827800349734626,0.003897228637413395,0.020180932498260265,0.1,0.3384615384615384,0.0153609559499399,0.7663,0.0058729311265349705,0.05921855921855922,0.022812449079354733,0.5696243523316062,0.024566473988439308,0.30838131797824697,0.16589837914033936,0.5529112308847146,0.09487558171447547,0.4429802518721143,0.06140378555459661,0.042739169502317834,0.2671119193255083,0.3389406704459823,0.5077375019671616,0.4910881801125704,0.343364197530864,0.3152903076567198,0.33333333333333337,0.44776119402985076,0.8182123572277151,0.09279210709293642,0.23423401335154045,0.3710534483475955,0.3631250019948463,0.042951191538135015,0.06143336098278889,0.15793427490810935,0.20427116328123038,0.0,0.043468907910818574,0.0365952421589413,0.014854762819558243,0.014854762806490625,0.013818710825466913,0.013818710813242006,0.47916666666666663,0.0,0.5606060606060609,0.0,0.14754098360655737,0.1624203821656051,Research
dslevy,0.02696119931750394,0.039887275092130935,0.08409859835669405,0.028732602277520034,0.21469575200918486,0.11576166307446291,0.09734939759036144,0.16260162601626016,0.09549264172111133,0.2832544123977615,0.02730197192513369,0.02935571503872197,0.06012506012506012,0.1727,0.03343975802386154,0.2749,0.33756534727408516,0.13524590163934427,0.017325973627721557,0.33094812164579607,0.16773602199816687,0.7647058823529411,0.7954545454545454,0.7647058823529411,0.828125,0.025186526933195324,0.28942245295262825,0.030210387902695594,0.7105775470473719,0.0,0.0,0.09540088670477004,0.24042630057803463,0.14373487246322844,0.7595736994219652,0.0,0.0,0.21811379330931963,0.09126806554997885,0.2997244796113869,0.06916644413097522,0.06898050917386772,0.0031757988688850504,0.006661560244179839,0.16886804098259472,0.07897489539748954,0.3281853281853282,0.017811704834605598,0.16351672966540667,0.11548913043478261,0.4227908360606963,0.05899929999059688,0.25420659868193823,0.11305109371293912,0.017140588914549653,0.08427279053583855,0.23,0.32307692307692304,0.027575479035565297,0.7436,0.027584979533724862,0.15038665038665036,0.12449079354733583,0.8210816062176165,0.1295761078998073,0.41522712731925776,0.1515117594042443,0.5020736663524454,0.4341339668644587,0.6354718809697346,0.01793405839403839,0.0013147984721065098,0.40232765746404353,0.5176197188464325,0.9143891307768979,0.786978756884343,0.343364197530864,0.21517331589274027,0.33333333333333337,0.328358208955224,0.9265409653338861,0.05357321442735727,0.34920101367512396,0.28359900953643297,0.4841099445741802,0.0013154173387630555,0.01793782048448405,0.4067352780911596,0.5472747768631531,0.0,0.06870007747483246,0.06626788644620696,0.11152923216607398,0.11152923197342779,0.11140882273625075,0.11140882253993385,0.47916666666666663,0.0,0.681818181818182,0.0,0.08196721311475409,0.03184713375796178,Director
example,0.0031519856206936973,0.004985909386516367,0.11611889801836635,0.004955714888232813,0.39150401836969007,0.009559897100743934,0.011566265060240964,0.35868005738880915,0.011284894080380123,0.6861816616444252,0.003498913770053476,0.0017840489802538216,0.007215007215007215,0.3409,0.004369013611157789,0.5909,0.025143141647996015,0.040983606557377046,0.15470714504753144,0.0259391771019678,0.2243813015582034,0.9647058823529412,1.0,1.0,1.0,0.004700909992668306,0.7535691109669045,0.0013477975016436554,0.24643088903309543,0.0,0.0,0.0120720047006036,0.7801661849710985,0.00456153416495997,0.2198338150289017,0.0,0.0,0.10129554817011283,0.06400193505472576,0.19699247136462686,0.11947785613375306,0.024012583046992095,0.005020728748019713,0.0012069725877956502,0.23774842612023206,0.005230125523012552,0.3240669240669241,0.003707742639040349,0.2644547109057819,0.010643115942028986,0.49062778934840834,0.005688882387972375,0.018033513238182624,0.008847076086006676,0.0005051963048498846,0.005149617258176757,0.05,0.27692307692307694,0.0032701689881920386,0.6852,0.0012457732692649937,0.0527065527065527,0.006354896529248819,0.4755505181347151,0.002890173410404624,0.09404990403071016,0.06559366339545558,0.5259897337577134,0.12847168229706632,0.7141093207511202,0.003846348723755594,0.0007410387878135897,0.5593110807195779,0.5262041728573787,0.9015475003934322,0.8667682926829267,0.2317708333333332,0.13657119136571189,0.13043478260869565,0.23880597014925373,0.5347485541281168,0.009355852010963481,0.07180463535496473,0.1738518180279148,0.12644374132827862,0.0008066283750516985,0.003847155585842603,0.3486253082831336,0.5405767336480227,1.0,0.00988423929773817,0.01079335214036231,0.0019046067624573664,0.0019046067629630936,0.0015793829989408834,0.0015793829990153015,0.6145833333333334,1.0,0.7878787878787877,1.0,0.00819672131147541,0.041401273885350316,GradStudent
fnguyen,0.011292444351824114,0.03490136570561457,0.20239246012566459,0.018030366933783213,0.42168279481712323,0.04609608565667802,0.13590361445783133,0.8751793400286944,0.05998812116412591,0.8127421437795952,0.012616978609625669,0.0032437254186433117,0.023088023088023088,0.6,0.008065871282137456,0.6,0.029873039581777446,0.06967213114754098,0.2146580803434529,0.03711985688729875,0.43373052245646204,0.1411764705882353,0.3522727272727273,0.8431372549019608,0.515625,0.016086600250140165,0.7498377676833224,0.004536489151873767,0.2501622323166775,0.0,0.0,0.062069333903103464,0.8477239884393065,0.015267175572519083,0.15227601156069362,0.0,0.0,0.16764512726621428,0.006391727641047343,0.46884392745075376,0.17168491773094466,0.06352440904592213,0.011641820157216843,0.015644221618735927,0.9296383162572521,0.05674686192468619,0.7006435006435006,0.0069065794256633955,0.1485370292594148,0.030117753623188404,0.27521570961023506,0.01310819846833763,0.053933078187089416,0.024183736475631407,0.009887413394919168,0.021711899791231733,0.31,0.13846153846153844,0.005939333946121756,0.3754,0.007474639615589963,0.09544159544159543,0.021182988430829396,0.20919689119170984,0.017341040462427744,0.08445297504798464,0.08427429763887512,0.5327209066118581,0.06077107114108766,0.4221429078677929,0.028345498164178005,0.0015305310892027757,0.3862976170795644,0.34407585274957225,0.8564234380737555,0.5970815302911094,0.2317708333333332,0.21517331589274027,0.17391304347826086,0.3432835820895523,0.6236155832898377,0.02845039169023844,0.0836062164517174,0.24534963159241463,0.14160977678119963,0.00156259192460052,0.028351444298927764,0.6324418915858605,0.389732830357047,1.0,0.015806446834983993,0.014985471931340555,0.002312074521791623,0.0023120745205194833,0.00213920023213858,0.002139200231013416,0.6145833333333334,1.0,0.681818181818182,1.0,0.01639344262295082,0.09872611464968153,GradStudent
hayajs,0.0015369186084374226,0.0028181226967266423,0.15502658289028515,0.0025832981864192324,0.4018369690011481,0.0075783911562261,0.010602409638554217,0.4275466284074605,0.011218900547746321,0.9612569952647438,0.0017337901069518716,4.05465677330414e-05,0.000481000481000481,1.0,0.00016803898504453034,1.0,0.01593228777694797,0.028688524590163935,0.1836859858938976,0.022808586762075134,0.616865261228231,0.8588235294117647,0.875,0.7843137254901961,0.828125,0.0014879027041014362,0.26654769630110325,0.0021696252465483235,0.7334523036988969,0.0,0.0,0.00929437530046472,0.7532514450867054,0.0040960714950660955,0.24674855491329475,0.0,0.0,0.16203307528508032,0.0685311725222229,0.11466046365619094,0.1447459681021999,0.015397835416690193,0.005136086594839432,0.0007891743843279252,0.287495370941859,0.005883891213389121,0.4707850707850708,0.0021083242457288257,0.27803443931121374,0.010416666666666666,0.5903005058018448,0.001576327144692988,0.008184682154532103,0.003112273265467018,0.0018403579676674366,0.005080027835768963,0.35,0.3846153846153846,0.0019267482146644982,0.7466,0.0001779676098949991,0.013838013838013837,0.00342186736190321,0.314928756476684,0.0038535645472061657,0.182341650671785,0.2230267855694564,0.935002369300737,0.267746390006727,0.8150006714172181,0.002182986589077053,0.0002625829066276418,0.6009257728550172,0.5734186699175842,0.9097518753606463,0.8750597800095651,0.1866206709956709,0.07496012759170657,0.05797101449275363,0.10447761194029853,0.4608166437772246,0.00604170485939129,0.01799203085744631,0.04794416218370552,0.03414319949839229,0.00026270650260751114,0.0021834445218443794,0.8698798892814726,0.745185146653805,1.0,0.006651082124132015,0.0062821597333984685,0.007297087233486161,0.007297087213750588,0.007494402515716028,0.007494402495789587,0.6770833333333334,1.0,0.8787878787878791,0.0,0.00819672131147541,0.04777070063694268,GradStudent
het,0.012021829454133399,0.02102753089096033,0.10766070565490575,0.015710670603121046,0.3083483680498606,0.06963081415560037,0.06216867469879518,0.1860353897656623,0.07147099584240744,0.5103314679294015,0.0127423128342246,0.00020273283866520698,0.002405002405002405,1.0,0.0008401949252226517,1.0,0.1468757779437391,0.13934426229508196,0.07083716651333946,0.1533989266547406,0.23336388634280472,0.8352941176470589,0.8409090909090909,0.8627450980392157,0.921875,0.011622892137835857,0.3158663205710578,0.013182117028270874,0.6841336794289423,0.0,0.0,0.06623577800331179,0.39342485549132944,0.07102960342580525,0.6065751445086704,0.0,0.0,0.25029353817986427,0.11153171675636452,0.8676021676829213,0.07754167969105735,1.0,0.004073849046235011,0.0038066058538170507,0.2129366744846315,0.037264644351464433,0.23500643500643498,0.0103962195565249,0.2105557888842223,0.05321557971014493,0.3204403451353764,0.015926519908476378,0.09272833204829868,0.03693531829980189,0.013279445727482679,0.07940153096729297,0.39,0.6307692307692306,0.011366046807608004,0.6761,0.010678056593699947,0.1284086284086284,0.057248384118190214,0.5662240932642487,0.08477842003853564,0.45873320537428014,0.17383291912025836,0.6272515885776673,0.4062596458806764,0.8038915730851484,0.04802772252145974,6.849988868547178e-05,0.4483385683584063,0.37366502850902267,0.9911521446432007,0.5920103719309618,0.29799107142857134,0.3700787401574804,0.26086956521739124,0.5074626865671642,0.8781720426305497,0.05753334863880486,0.23435401377105572,0.5015849204690993,0.3500488397855804,6.853213111500281e-05,0.04803779746557193,0.4727941333779411,0.39705571276049045,0.0,0.04344377337939426,0.04579019313314247,0.04181283068423762,0.041812830642161014,0.042165382952257434,0.04216538290922086,0.53125,0.0,0.5000000000000001,0.0,0.00819672131147541,0.14968152866242038,Research
jacouch,0.006160699167719499,0.00802081075222198,0.08385693571773804,0.0031632222690847742,0.0,0.010985190850309393,0.013493975903614458,0.35533237685318025,0.005213489078070349,0.0,0.005556483957219251,0.001216397031991242,0.007696007696007696,0.5333,0.0008401949252226517,0.1667,0.02190689569330346,0.045081967213114756,0.19687212511499538,0.020125223613595707,0.11365719523373043,0.5647058823529412,0.6136363636363636,0.6470588235294118,0.578125,0.004226506231940311,0.048020765736534736,0.009664694280078896,0.9519792342634653,0.0,0.0,0.007157737300357887,0.1607658959537572,0.016942841184137032,0.8392341040462425,0.0,0.0,0.5273537781846406,0.04209953437745661,0.2928440169274706,0.0,0.11756862911107463,0.00026759784775500607,0.004827890351182601,0.5125293173682262,0.007845188284518828,0.4113256113256113,0.009305707015630679,0.3576928461430771,0.009510869565217392,0.3918476643855996,0.008774931305047381,0.016250745727114463,0.01062551795198783,0.004979792147806005,0.003827418232428671,0.28,0.13846153846153844,0.00641660185250654,0.7246,0.0026695141484249867,0.06084656084656084,0.01390473086741622,1.0,0.0052986512524084775,0.15930902111324377,0.07429221018397417,0.0,0.0,0.050482748594054376,0.00039276626494989613,0.0010474524279729834,0.34974375929905754,0.6515041842863857,0.8066111614870992,0.9710365853658534,0.19389978213507625,0.05548996458087371,0.11594202898550726,0.10447761194029853,0.5150162903981925,0.04669094119072818,0.03867565087100147,0.05422293413747759,0.06655525058169343,0.0011055565318066091,0.0003928486569093886,0.3315547505868643,0.9029311420053584,1.0,0.00970998638912932,0.009305674842449173,0.005673269495357847,0.005673269489563744,0.004208353519119953,0.00420835351246797,0.6666666666666667,1.0,0.9090909090909095,0.0,0.01639344262295082,0.0031847133757961785,GradStudent
javier,0.0019537100954713,0.006720138738348146,0.2444417593040116,0.003848587094053142,0.5118910939806461,0.012340958075505806,0.01108433734939759,0.24964131994261116,0.01643238962581667,0.8338355574687902,0.002318683155080214,0.00202732838665207,0.00481000481000481,0.2,0.004369013611157789,0.52,0.021160069703759023,0.01639344262295082,0.08233670653173873,0.01967799642218247,0.12502291475710364,0.8588235294117647,0.9545454545454546,0.9215686274509803,0.953125,0.003062060637426144,0.772225827384815,0.000821827744904668,0.22777417261518496,0.0,0.0,0.015864537150793227,0.7964234104046245,0.0053993669707689445,0.20357658959537567,0.0,0.0,0.07098648729327947,0.040998972002176934,0.2519420137586408,0.15413755805856014,0.043384445739753905,0.004378539313519052,0.0007195413504166376,0.21503518084187134,0.0037918410041841003,0.16241956241956237,0.0018175209014903672,0.1965560688786224,0.006793478260869565,0.26361202023207386,0.00201122104625286,0.013222483105574027,0.004819654279351732,0.0005773672055427252,0.008698677800974252,0.09,0.36923076923076925,0.0025454288340521812,0.809,0.0,0.0,0.006626473304003041,0.34439766839378244,0.0024084778420038534,0.04030710172744722,0.10910937999880643,0.9237498218211115,0.17203732715695796,0.861476265649066,0.01955861598013419,0.00010503316265105672,0.6400506970849174,0.4797679367377258,0.9097518753606463,0.6460027100271003,0.17234241452991436,0.18053777208706778,0.05797101449275363,0.2537313432835821,0.5339411086371635,0.006175738707124084,0.021061401104972847,0.1767446474033191,0.03859376257951974,0.00010508260104300437,0.019579413400070127,0.46070749118232723,0.45873051874832765,1.0,0.009549238590504933,0.009908284966827653,0.0010234547903139883,0.0010234547888613363,0.0023339411535396467,0.002333941149647024,0.6979166666666666,1.0,0.7272727272727276,0.0,0.00819672131147541,0.05732484076433121,GradStudent
